Ticker,Security Name,Asset Class,Strategy,Theme,Geography,Category Flags,Holding Count,Known Holding Weight %,Top Holdings,Weighted Sector Mix,Weighted Industry Mix,Holdings Classification Text,Holdings Classification Source
PHARMABEES.NS,NIPPONAMC-NETFPHARMA,Equity,Plain,Pharmaceuticals,India,Equity; India; Pharmaceuticals; Plain,0,0.0,,,,,Yahoo ETF Top Holdings
QGOLDHALF.NS,QuantumGoldFund-Exchan,Equity,Plain,Quantum Computing,India,Equity; India; Plain; Quantum Computing,0,0.0,,,,,Yahoo ETF Top Holdings
QNIFTY.NS,QuantumNiftyETF,Equity,Plain,Quantum Computing; Broad Market & Core Indices,India,Broad Market & Core Indices; Equity; India; Plain; Quantum Computing,0,0.0,,,,,Yahoo ETF Top Holdings
ENERGY.NS,MIRAEAMC - ENERGY,Equity,Plain,Traditional Energy,India,Equity; India; Plain; Traditional Energy,0,0.0,,,,,Yahoo ETF Top Holdings
MOENERGY.NS,MOTILALAMC - MOENERGY,Equity,Plain,Traditional Energy,India,Equity; India; Plain; Traditional Energy,0,0.0,,,,,Yahoo ETF Top Holdings
OILIETF.NS,ICICIPRAMC - OILIETF,Equity,Plain,Traditional Energy,India,Equity; India; Plain; Traditional Energy,0,0.0,,,,,Yahoo ETF Top Holdings
HDFCVALUE.NS,HDFCAMC-HDFCVALUE,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality,0,0.0,,,,,Yahoo ETF Top Holdings
MOVALUE.NS,MOTILALAMC-MOVALUE,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality,0,0.0,,,,,Yahoo ETF Top Holdings
VALUE.NS,MIRAEAMC - VALUE,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality,0,0.0,,,,,Yahoo ETF Top Holdings
VALUEAXIS.NS,AXISAMC-VALUEAXIS,Equity,Factor,Value & Quality,India,Equity; Factor; India; Value & Quality,0,0.0,,,,,Yahoo ETF Top Holdings
