Holding Ticker,ETFs Holding This Stock
UTG.L,LPRE (6.016%)
UTHR,PINK (6.8618%); PBE (4.2544%); HELX (3.5074%); PTH (2.8268%); XMHQ (2.6888%); WDNA (2.4521%); GOP (2.0816%); SMOX (1.0771%); SMDX (1.033%); MDY (0.6836%); JMEE (0.6536%); DEUS (0.4925%)
UU.L,AQWA (5.879%); BILD (4.86%); CGW (4.1582%); TBLU (3.7128%); EFRA (3.435%)
UUP,HECA (9.8893%); TDSB (8.9704%); MOOD (8.2234%)
UVE,FDM (1.2993%); RUSC (0.5276%)
UVV,PEY (2.5257%)
UXAP,BFXU (24.984%)
UXJA,BFXU (24.8876%)
UXJL,BFXU (25.0597%)
UXOC,BFXU (24.8889%)
V,LATR (14.1201%); KYC (9.5819%); IYG (8.2948%); XLF (7.4923%); AKRE (7.3634%); TFNS (6.9274%); FNCL (6.6805%); IYJ (6.6522%); IPAY (6.1035%); BCFN (5.9446%); SEMG (5.9312%); BCGD (5.3582%); LRGG (5.1065%); TMFE (5.0358%); LCOW (5.0215%); OUSA (4.9102%); SPHQ (4.9033%); BCHP (4.8902%); PCLG (4.8646%); SXQG (4.7955%); BASG (4.7949%); MFIG (4.7071%); PCGG (4.6954%); TOLL (4.6403%); XPND (4.6069%); AIUP (4.5965%); FDFF (4.5733%); EQTY (4.4536%); LRGE (4.3849%); KAT (4.3757%); USMC (4.3273%); BEEZ (4.1636%); CARK (4.1306%); VFH (4.1022%); LSGR (4.0843%); BAFE (4.0738%); FMCE (4.0075%); DUHP (3.931%); TECB (3.9244%); DIA (3.8836%); STXD (3.8064%); IXG (3.8019%); DVGR (3.6381%); BLCR (3.6309%); CZAR (3.5918%); EDOW (3.4544%); CLCG (3.3182%); PWB (3.2964%); VEGN (3.0934%); LRGC (3.0889%); LCAP (3.0707%); LOGO (3.0632%); VLLU (3.061%); BAY (3.0479%); MFSG (3.0221%); VSLU (3.0062%); TRUF (2.9767%); SEIQ (2.9716%); QUAL (2.9567%); CGGR (2.8808%); NULG (2.8418%); SEIM (2.8383%); OMFL (2.7803%); BAMG (2.7274%); TCHP (2.7125%); XCHG (2.7086%); TDVG (2.6409%); TGRW (2.5109%); CDEI (2.4011%); VIG (2.3082%); WOMN (2.2974%); PALC (2.2874%); TGRT (2.2707%); LOWV (2.2432%); USXF (2.2262%); FTCS (2.1812%); PSET (2.1144%); AQLT (2.1131%); QLV (2.1101%); PFM (2.0842%); VUSE (2.0085%); CAPE (1.8761%); QUS (1.867%); ACIO (1.7625%); ADME (1.7216%); SUSL (1.695%); USSG (1.689%); TCAL (1.6881%); DSI (1.6564%); JQUA (1.6385%); FLRG (1.6318%); EFIV (1.4266%); SNPE (1.4252%); SPXT (1.4218%); XMAG (1.3101%); JSTC (1.286%); QWLD (1.1501%)
VACN.SW,FSZ (4.3742%); EAFG (3.6367%); IMOM (2.0732%); ISCF (0.5374%); DFIS (0.4789%)
VAL.JO,OBOR (4.5725%); EZA (3.9481%); FTHF (1.8228%)
VALE,ILF (8.4079%); SLX (7.4565%); BRAZ (7.1398%); OTGL (4.3858%); AVES (0.9896%); AVXC (0.6198%)
VALE3.SA,FLBR (11.5535%); EWZ (10.6566%); FLLA (6.6453%); PICK (3.5219%); DVYE (3.4024%); FNDE (2.7447%); FRDM (2.6525%); PXH (2.3518%); EEMO (1.3936%); BKF (1.2694%); JPEM (1.111%); DIEM (0.9037%)
VAMO,ENDW (9.8302%); TRTY (7.8807%); GAA (4.1269%)
VAU.AX,SGDJ (4.605%)
VAW,BSR (8.961%); BTR (8.9367%)
VB,RSEE (13.6698%); DDXX (8.8109%); GIAX (5.9982%); ABCS (5.4876%); RAA (2.1278%)
VBBR3.SA,FLN (3.2946%)
VBIL,ELM (24.5694%); FPAG (3.6288%)
VBR,ABCS (14.9533%)
VCB.VN,KPHO (7.8701%); VNM (4.946%); VNAM (3.4628%)
VCI.VN,KPHO (3.8724%)
VCIT,TBFC (9.9237%); WTBN (4.1166%); RAA (4.1137%)
VCK.VN,VNM (4.131%)
VCLT,WTBN (6.124%); LOTI (4.6687%); HECA (4.3705%)
VCR,BTR (8.537%); AESR (7.2095%)
VCSH,WTBN (5.9841%)
VCTR,SMIG (4.3013%); ALIL (4.2958%); SCDV (4.2891%); AMID (3.7727%); BGDV (2.9021%); DGRS (1.9293%); SQLV (0.9176%)
VCX.AX,RITA (3.027%)
VCYT,FBT (5.0941%); GNOM (4.0348%); PBE (3.2911%)
VDC,EMPB (9.9602%); BSR (9.2042%); AESR (1.5878%)
VDE,BTR (9.8434%); BSR (9.1945%)
VEA,RSEE (33.1167%); ARP (24.966%); BINT (19.8539%); AVOS (18.3006%); QAI (8.8074%); GIAX (6.9392%); OCIO (5.6764%); RPAR (5.1294%)
VECO,TINY (5.2245%); ETHO (0.6486%); MSSM (0.6486%)
VEEV,EKG (7.4779%); LGHT (5.5955%); IHF (3.9808%); HEAL (3.9767%); XOVR (3.1646%); SMRI (2.1969%); TMFX (1.3825%)
VELO,PRNT (5.3499%)
VER.VI,RNRG (5.3368%); EWO (3.6513%)
VEU,GLOW (12.4704%); BGCG (4.58%)
VFF,MJ (3.936%)
VFH,BTR (8.0826%)
VFLO,DUKQ (5.1262%)
VG,FTXN (4.1897%); PWRD (3.4884%); EES (1.2249%)
VGIT,KAMO (26.1073%); FOPC (16.539%); TBFC (14.5152%); PBL (8.6462%); TRTY (6.5597%); TBFG (5.1997%); LCO (2.4321%)
VGK,MAPP (8.1614%); ELM (2.0313%)
VGLT,BNDD (77.3889%); KAMO (5.3532%); ARP (2.9248%)
VGSH,KAMO (30.2017%); GHTA (10.0226%); QAI (7.8975%); USAF (7.6972%)
VGT,NOEQ (14.1093%); DYTA (13.8714%); BTR (11.2963%); SNAV (10.3635%); BSR (8.862%); PSTR (8.7221%)
VHM.VN,VNM (8.0195%)
VHT,BSR (9.7277%); BTR (9.2932%)
VIA,HAIL (1.694%)
VIAV,FOTO (6.2524%); XTL (3.0829%); STXK (0.4597%); PRFZ (0.405%)
VIC.VN,VNAM (22.6711%); VNM (8.666%)
VICI,NETL (7.3789%); CRED (4.4479%); GQRE (3.5689%); DIVP (3.3898%); SPHD (2.5549%); DIVG (2.038%); FREI (0.7939%)
VICR,PRN (4.7742%); LRNZ (4.7359%); QCLN (3.8064%); TMAT (3.4661%); AIS (2.8176%); RFG (2.5156%); FNY (1.4205%); MMSC (1.1058%); ELFY (1.0617%); PSC (1.0507%); FNX (0.7644%)
VIE.PA,TBLU (7.316%); EFRA (5.8636%); EVX (5.863%); FTRI (4.8749%); PIO (4.0051%); DWX (1.7804%)
VIG,FLCE (11.8456%); LEXI (4.8112%); HNDL (4.3858%)
VIG.VI,EWO (3.8558%)
VIGI,FINT (9.9824%)
VIK,PEJ (5.5157%); IPO (5.2867%); FPXE (4.0078%); SAMM (3.5524%); FLCG (2.9358%); FPXI (2.824%); FLCC (2.1992%); CZA (2.1271%)
VIPS,PGJ (3.8506%)
VIRP.PA,PAWZ (7.0842%)
VIRT,CTEF (4.3496%); AZTD (2.3383%); KDVD (1.7412%); KCE (1.7116%); CVY (1.1482%); EES (0.6675%); SIXL (0.6058%)
VIS,EZRO (13.635%); BTR (9.8777%); BSR (9.6742%)
VISN,XTL (3.2007%)
VIST,ARGT (5.7405%); MGNR (3.4885%)
VIVT3.SA,ECOW (2.08%)
VIX.VN,VNM (3.6337%); VNAM (2.7913%)
VJC.VN,VNAM (2.1754%)
VKTX,OZEM (5.8564%); THNR (5.49%); XBI (1.3037%)
VLN,IZRL (2.2565%)
VLO,IEO (10.5411%); TNGY (8.0063%); CRAK (7.4745%); PXE (5.7457%); WEEI (5.5389%); DRLL (5.1567%); PWER (4.8862%); RSPG (4.8828%); CSEN (4.6668%); XLE (4.4184%); FTXN (4.0626%); GXPE (3.9081%); IYE (3.7677%); PXI (3.6412%); FENY (3.5524%); VDE (3.4768%); WR (3.0312%); XOP (2.7386%); FTIF (2.6883%); EQRR (2.5661%); IXC (2.3972%); IGE (2.1947%); SMRI (2.0929%); LYLD (2.0543%); VOE (1.3307%); IMCV (1.1243%); FDLS (1.1133%); SYLD (1.0751%)
VLRS,CDIG (4.9063%)
VLTO,EFRA (5.7942%); CGW (5.2624%); EVX (5.0762%); CSD (4.4017%); PHO (4.1434%); TBLU (4.0322%); FIW (3.7725%); TCAL (1.8653%)
VLUE,DWAW (23.4093%); QVOY (14.0038%); XCOR (11.0863%); XNAV (7.3457%); XRLX (6.3459%)
VLY,TSCV (2.4525%)
VMBS,LOTI (5.762%); NDOW (3.5006%)
VMC,PKB (4.9932%); XLB (4.7114%); RSPM (4.0198%); FMAT (2.6043%); VAW (2.5117%)
VMFXX,USDX (42.8357%)
VMI,JOUL (5.1214%); CSMD (3.8397%); LOPP (2.652%); EPSB (2.5473%); NBSM (1.9932%); FSCS (1.3925%)
VNA.DE,IFGL (2.5734%); VNQI (1.9934%); HAUZ (1.8781%)
VND.VN,KPHO (3.9112%)
VNM.VN,VNM (4.6965%); VNAM (2.6743%)
VNO,DESK (10.0964%); FNK (1.0442%); FNX (0.49%)
VNOM,INFL (4.2605%); PXI (3.6314%); OSCV (2.3768%); SFLO (1.1733%)
VNOPL,PFFR (2.1563%)
VNOPM,PFFR (2.3432%)
VNOPN,PFFR (2.2472%)
VNP.TO,NASA (3.8095%)
VNQ,HIDE (26.4343%); BSR (8.9242%); BTR (8.3273%); ELM (2.2104%)
VNT.AX,ASCI (3.093%)
VO,WLTG (5.1465%); ABCS (5.0461%); HFND (4.3564%)
VOD,KEAT (3.9386%)
VOE,ABCS (5.12%)
VOE.VI,EWO (3.7518%)
VOLCABC1,EPU (3.1737%)
VOLT,NMBL (3.7856%)
VOLV-B.ST,EWD (6.9025%); JHID (2.0382%)
VONG,BLGR (12.6483%)
VONV,BVAL (20.2722%)
VOO,LFEQ (99.8155%); XDSQ (99.7385%); XTJL (98.9068%); OVLH (98.0128%); TSPX (77.5974%); SPYA (55.3254%); RSEE (46.6284%); ODTE (33.2135%); BAMO (20.8271%); NDAA (19.6941%); MIGO (17.8615%); WSGE (9.1741%); ARP (8.9907%); GIAX (6.5049%); OCIO (4.2307%); DAK (3.4829%); PBL (1.5231%); USEW (1.5058%); XTAP (1.0343%); TSPY (1.0057%); OVL (1.0041%); KHPI (1.0006%)
VOT,FDAT (7.956%); DUKQ (5.0823%); GIAX (4.5318%)
VOX,BTR (8.5945%); BSR (6.3516%)
VOYAPB,EPRF (3.9121%)
VOYG,XSPC (4.7634%)
VPB.VN,KPHO (7.8633%)
VPG,SMLV (0.5693%); IWC (0.4033%)
VPL,INTL (8.2638%); ELM (5.5876%)
VPU,BSR (10.1456%); BTR (8.6461%)
VRIG,FCEF (3.6971%)
VRNS,BUG (5.0662%); PSWD (4.8952%); IHAK (4.8687%); TOGA (4.4798%); WCBR (4.3725%); ITEQ (2.043%); FITE (1.6274%); XSW (0.9321%)
VRSK,FDIQ (4.6992%); LRGG (4.6229%); KMID (3.9281%); RONB (2.9081%)
VRSN,HUSV (2.6649%)
VRT,AIPO (8.1447%); BELT (7.841%); PWRD (6.2527%); TCAI (5.5843%); NVPS (5.4832%); ULTI (5.0448%); EGGY (4.8852%); HVAC (4.8669%); GPT (4.4448%); EGGQ (4.3425%); IVEP (4.306%); AIFD (4.1827%); MADE (3.9295%); EPAI (3.8714%); FRTY (3.8109%); DARP (3.6958%); RKNG (3.6054%); AIS (3.5906%); PSAI (3.3553%); MID (3.3347%); WLTG (3.312%); ABFL (2.8343%); VOT (2.8189%); AMID (2.7596%); BIBL (2.5873%); PPI (2.3652%); XLI (2.231%); RPG (2.0878%); RSPN (1.3815%); VO (1.218%); VFMO (0.916%); WDAI (0.7919%)
VRTPX,VNQ (14.3561%)
VRTX,BBH (9.1281%); IBBQ (8.1379%); IBB (8.0709%); GNMX (6.7142%); PBE (5.1755%); LSGR (4.813%); IDNA (3.8717%); GNOM (3.8351%); FTXH (3.4058%); QFRD (3.1228%); HELX (2.7462%); QNXT (2.3043%); GPT (2.0869%); QQXT (2.0693%); HTEC (2.052%); RSPH (1.8484%); FFND (1.6305%); USMV (1.5408%); ESMV (1.515%)
VSAT,ORBX (6.8518%); UFO (6.2552%); WARP (5.8876%); DIPR (5.7329%); MARS (5.4804%); XSPC (5.1882%); NASA (5.1396%); PSCT (4.7427%); XSMO (4.7161%); XTL (4.4144%); FITE (1.8634%); TAX (1.7772%); AVUV (1.3924%); SLYG (1.3347%); IJT (1.3344%); VIOG (1.3338%); FNY (1.1808%); DWAS (1.1479%); BSVO (1.0522%); QVMS (0.9707%); MSSM (0.7963%); XJR (0.7407%); IWN (0.7373%); VTWV (0.7322%); DFSV (0.6976%); SPSM (0.6611%); IJR (0.6601%); VIOO (0.6597%); FNX (0.6355%); STXK (0.4903%); JPSE (0.3919%); IWM (0.353%); RSSL (0.3529%); VTWO (0.3465%); FNDA (0.3287%); GSSC (0.3138%); ITWO (0.3042%); HDG (0.0526%)
VSEC,XAR (3.3966%); QSML (0.6525%)
VSH,PSCT (2.5928%); RZV (1.61%); VIOV (0.7622%); IJS (0.7162%); SVAL (0.713%); SLYV (0.7124%); ISMD (0.5059%); VTWV (0.4541%)
VSLU,NMBL (9.1924%)
VSNT,PSCU (4.9933%); DSMC (1.2364%)
VSS,DDXX (9.6873%); GMOM (6.0712%)
VST,UTES (10.0234%); RCTR (4.9718%); SQS (4.5675%); MID (4.2853%); TPZ (3.8858%); SOVF (3.6237%); RSPU (3.5557%); XLU (3.5333%); FUTY (3.4355%); VPU (3.4044%); IDU (3.2267%); NUKZ (2.8863%)
VSTS,RZV (1.6151%); SMIZ (1.2364%)
VSUI.PA,DIME (4.7051%)
VSXY,VICE (5.4143%); STYL (3.3281%); PSCD (2.6282%); XRT (1.5195%); BSVO (1.0286%); SLYV (0.7127%); VIOV (0.7094%); FNDA (0.4484%)
VTEB,QAI (3.8619%); QVOY (1.1929%)
VTI,ELM (22.9621%); RPAR (12.8409%); DDXX (10.9541%); OCIO (4.7367%); GEW (1.05%)
VTIP,GDMA (29.7266%); FOPC (6.3832%); USAF (5.4918%); EDGH (4.6512%)
VTR,REZ (7.7432%); JPRE (6.5581%); HAUS (5.2808%); JRE (4.9724%); BYRE (4.4892%); XLRE (4.4661%); ICF (4.2068%); VGSR (4.196%); RWR (4.0363%); CRED (3.8584%); RITA (3.7882%); USRT (3.5102%); RSPR (3.4589%); DFAR (3.3166%); DVOL (3.2389%); IYR (3.1909%); FRI (3.1779%); AGNG (3.1423%); FPRO (3.018%); IYRI (3.008%); BBRE (3.0003%); SCHH (2.9667%); FREL (2.5785%); RWO (2.5332%); REET (2.3427%); VNQ (2.2317%); AVRE (2.2307%); DFGR (2.1868%); ERET (1.7525%)
VTRS,DUSA (5.4928%); DWLD (4.2984%); IHE (4.2211%); ADPV (4.0024%); FTXH (3.6232%); CVSM (2.4318%); SPDV (2.2873%); SPYD (1.4506%); EZM (1.3672%); DON (1.2856%)
VTV,RHRX (17.2455%); DDXX (12.7078%); HFND (8.7533%); AMAX (6.1456%); OCIO (5.7479%); DDV (5.1273%); BLUC (4.9925%); USEW (1.2794%)
VTWO,ODTE (33.9272%); BLUX (31.5178%); IWMI (1.0038%)
VUG,BLUC (34.336%); NDAA (17.3417%); XCOR (13.3434%); XNAV (9.3658%); XRLX (9.2115%); FDAT (8.0352%); TBFG (5.6213%); HFND (4.7143%); TBFC (4.2%)
VUSXX,USDX (43.0713%)
VWO,AVOS (15.567%); ELM (13.08%); RSEE (13.0173%); DDXX (10.7932%); RPAR (7.7112%); AGOX (4.5234%); ARP (1.5027%)
VWOB,CANQ (20.6703%); THRV (6.2214%)
VWS.CO,FAN (8.7113%); CTEC (6.2156%); EDEN (5.2208%); FRNW (4.7254%); SMOG (4.5328%); ERTH (3.9158%); SDG (3.7028%); VCLN (3.2635%); NXTE (3.1298%); ICLN (3.1111%); IMOM (2.1747%)
VXUS,IDUB (97.9826%); DUKX (44.3484%); DYTA (5.2012%)
VYM,TDSC (5.0702%)
VZ,IYZ (10.9833%); FDL (7.1869%); GQGU (5.6606%); DIVZ (5.2306%); HDV (5.2262%); SPDG (5.19%); DOGG (5.0539%); ABEQ (4.8403%); FCOM (4.3875%); DURA (4.3074%); WBIY (4.2618%); IXP (4.2175%); VOX (4.2037%); XUDV (4.1994%); PRVS (3.7992%); SCHD (3.7902%); NYNY (3.6917%); CVGD (3.6538%); SIXA (3.512%); SIXH (3.4203%); KEAT (3.3426%); KNGZ (3.207%); SPHD (3.137%); SNPD (2.9618%); WOMN (2.7949%); PAYR (2.7857%); GXPC (2.7769%); VLUE (2.5593%); NFRA (2.4811%); DHS (2.4536%); SHE (2.3375%); WLDR (2.2794%); DVAL (2.2598%); GMOV (2.2524%); INCE (2.251%); BAMV (2.1946%); SDY (2.1437%); SEIV (2.0612%); VALQ (1.9832%); AUSF (1.8432%); RAFE (1.8358%); DVY (1.6176%); INCM (1.4788%); WDIV (1.4677%); VLU (1.2554%); VFVA (0.9721%); TRUC (0.5143%)
VZLA.TO,SLVR (3.0734%)
W,ONLN (5.332%); IBUY (3.3%); ISHP (2.1606%)
WAB,EFRA (5.8717%); KMID (4.9829%); DOCK (3.9864%); BLDX (3.1562%); MMID (1.413%); MCDS (1.0523%)
WALMEX.MX,FLMX (4.4016%); EWW (4.2255%); OTGL (2.9023%); BINV (2.2981%); ECOW (2.0316%)
WARBABANK.KW,KWT (3.9786%)
WAT,PHO (6.7938%); FIW (4.8671%); PIO (3.8064%); EQTY (3.8032%); MDEV (2.4051%); TCAL (1.9443%); MMID (1.4166%)
WAWI.OL,SEA (4.9012%); BOAT (4.0654%)
WBC.AX,EWA (5.911%); FLAU (5.0168%); BBAX (3.9414%); EPP (3.8172%); DVYA (3.4661%)
WBD,RSPC (4.7403%); XLC (4.6617%); BNGE (4.3469%); EVNT (4.341%); ARB (3.6035%); FCOM (3.0039%); VOX (2.8417%); FPX (2.5798%); VOE (1.0926%); IWS (0.6288%)
WBI,INFL (5.7984%); NVIR (5.2943%); TEXX (4.0799%)
WBS,ARB (2.7142%); KRE (1.3447%)
WCC,CCFE (8.5865%); PJFM (4.439%); MID (3.927%); IJJ (0.9668%); MDYV (0.9663%); IVOV (0.9652%); DFSV (0.6491%); DFAS (0.258%)
WCN,EVX (6.9867%); TMFG (3.7695%); LOPP (2.9079%); NFRA (2.0424%); TCAL (1.8107%)
WCP.TO,DISV (0.5536%)
WDAY,CLOU (3.6215%); QFRD (2.8585%); HWSM (1.5304%)
WDC,EGGS (8.0321%); EGGQ (6.8408%); CNAV (6.2062%); QQQG (6.1078%); QQQA (6.0%); ATFV (5.747%); CTEF (5.3082%); FCLD (5.2828%); AFOS (5.2527%); PTF (5.2526%); CNEQ (5.2023%); BGDV (5.0404%); FRWD (5.035%); COWG (5.0064%); FCUS (4.8284%); FDTX (4.4893%); FRTY (4.3696%); ALAI (4.342%); NBDS (4.3237%); QNXT (4.0205%); YOKE (3.9731%); AMOM (3.7717%); RKNG (3.7515%); TCAI (3.6325%); TFPN (3.4524%); FMTM (3.4183%); RACK (3.2079%); BAI (3.2038%); STNC (3.1384%); PDP (3.1112%); IGPT (3.1073%); CGGO (3.0851%); AIVC (2.9837%); WCMG (2.9517%); ARWG (2.8295%); VUSE (2.6584%); FCVT (2.616%); BAMV (2.5561%); OPTZ (2.5481%); QGRO (2.5039%); HYP (2.501%); MFSG (2.4574%); VOT (2.4128%); PALC (2.3647%); QQEW (2.3588%); PRMR (2.2798%); NXTI (2.277%); NULG (2.2416%); CPAI (2.1956%); LSAF (2.1811%); NULC (2.0107%); NBCR (1.7108%); RSPT (1.6691%); FTC (1.6615%); ROUS (1.4891%); AVMC (1.4586%); SMIZ (1.3834%); CHGX (1.2631%); XOEF (1.2065%); JOET (1.1723%); VO (1.061%); FEX (0.9061%); FAD (0.8381%); RSPE (0.6884%); BLES (0.5848%); BFOR (0.5115%); JPUS (0.4537%)
WDFC,PSCC (4.2535%)
WDI,YYY (2.7486%)
WDIV,MVFG (4.2628%)
WDO.TO,SGDJ (4.6738%); GBUG (3.1531%)
WDS.AX,FYLD (1.0271%)
WEAT,TAGS (25.0292%)
WEB.AX,AWAY (4.4379%)
WEC,PUI (3.8462%); FDV (3.3785%); MDLV (3.283%); IQRA (2.6202%); CDL (1.7036%); CDC (1.7017%); TPHD (1.6741%); SPLV (1.2605%); TPLC (0.7315%); CFA (0.3985%); CFO (0.3975%)
WEED.TO,MJ (7.88%)
WEGE3.SA,BRAZ (3.5333%); EWZ (3.2525%); FLBR (2.9572%); EMDV (2.4499%)
WEIR.L,EWUS (1.8138%); IEUS (0.5395%)
WELL,REZ (23.5235%); CSRE (15.0236%); RITA (14.286%); JRE (13.7748%); SPRE (13.2204%); JPRE (11.974%); FRI (11.7939%); BBRE (11.3699%); XLRE (10.9932%); IYR (10.8254%); IYRI (10.697%); RWR (10.5214%); SCHH (10.3485%); REIT (9.6295%); RWO (9.4036%); USRT (8.8734%); FREL (8.7961%); REET (8.7409%); VNQ (8.3697%); ICF (8.3527%); PSR (8.2704%); DFGR (8.1408%); BYRE (8.0671%); DFAR (7.9935%); FPRO (7.5896%); AVRE (7.371%); IQRA (6.967%); ERET (6.8244%); HAUS (5.4482%); VGSR (5.181%); YUNG (5.0248%); FMKT (4.9688%); GQRE (4.4678%); LGLV (4.4007%); BWTG (4.3866%); RJDI (3.6547%); RSPR (3.5284%); BIBL (3.476%); PFI (3.3946%); AGNG (3.3067%); DVOL (3.2218%); BROL (3.2168%); BLDX (3.0987%); PPTY (3.0277%); CAPE (2.4209%); CGDG (2.1741%); FREI (1.6151%); USMV (1.5371%); ESMV (1.5158%)
WEN,KVLE (1.8403%); RCGE (0.5591%)
WENN,SPAQ (4.1871%)
WES,AMLP (12.9882%); AMZA (11.6459%); MLPA (10.1621%); FCG (4.914%); NBET (4.238%); HIPS (1.952%)
WES.AX,EWA (5.0374%); SCHY (4.3999%); FLAU (4.2555%); BBAX (3.3644%); EPP (3.2515%)
WEX,CGMM (1.7578%)
WFC,KBWB (7.9447%); FTXO (7.1809%); DFNL (4.8444%); PKW (4.8272%); GABF (4.0791%); TFNS (3.9417%); DVAL (3.8593%); IYF (3.8592%); IYG (3.6839%); MAVF (3.4856%); PWV (3.4749%); XLF (3.3275%); FNCL (2.9765%); BLCV (2.9297%); CSTK (2.9208%); CGVV (2.8746%); VFH (2.8536%); JAVA (2.5898%); FFLV (2.4741%); LCDS (2.1434%); JOYT (2.1265%); ROCY (2.1066%); IXG (1.6904%); LVDS (1.6027%); TRUF (1.3512%)
WFCPL,SPFF (3.0815%); PFFD (2.3205%); PFF (2.1486%); FPE (2.04%); CWB (1.1057%)
WFCPZ,PGF (2.2845%); PSK (1.6648%); PGX (1.4469%)
WFG.TO,WOOD (4.4987%)
WFRD,PXJ (4.3527%); OIH (4.2063%); IEZ (3.3217%)
WGS,XHS (2.0422%)
WH,BBHM (4.4193%); TOGA (4.3695%)
WHC.AX,COAL (6.3312%)
WHD,PSCE (4.0463%); XES (3.5213%)
WINZ26,DBE (3.3912%)
WIP,GHTA (10.6664%); RLY (3.1283%)
WISE,EZRO (11.5179%)
WIT,EDOG (5.1904%)
WIW,CEFZ (4.3164%)
WKC,RWJ (2.3681%)
WLII,SPAQ (4.0529%)
WLKP,DIV (2.1463%)
WLY,EBIT (1.1879%); SIXL (0.5809%)
WM,EVX (7.567%); DHLX (5.9168%); IDU (5.0165%); CCSO (4.9785%); EASY (4.8281%); PRCS (3.771%); BBHL (3.6413%); TXS (3.4655%); AUSF (1.4496%); USMV (1.379%); ACWV (1.0339%)
WMB,MLPI (9.489%); MLPX (8.8652%); MDST (8.6526%); EINC (8.3415%); USNG (8.1108%); TPYP (7.7863%); UMI (7.3693%); USAI (7.1195%); PIPE (6.3395%); ENFR (6.3279%); NBET (5.6297%); NVIR (5.5969%); TPZ (5.5783%); TNGY (5.4675%); BESF (5.3771%); WEEI (5.1626%); RSPG (4.9761%); NFRX (4.8098%); NUIF (4.6924%); YLDE (4.5287%); GXPE (4.5214%); XLE (4.4912%); IYE (4.4322%); TOLZ (4.3612%); ELCV (4.2482%); FENY (3.975%); VDE (3.946%); PXI (3.6419%); AMZA (3.3403%); GDIV (3.3078%); BGIG (3.2642%); GII (3.0669%); IGF (3.0458%); WR (3.0283%); EIPI (3.0213%); IXC (2.8181%); HALX (2.6412%); IGE (2.5803%); RIFR (2.4244%); IQRA (2.0035%); QIDX (1.8183%); RAAX (1.2766%); IMCB (0.6266%)
WMG,MUSQ (5.0352%)
WMMVY,IDVZ (3.0649%)
WMS,EVX (5.0982%); BBHM (4.356%); AQWA (4.3186%); XHB (3.6932%); CGW (3.5844%)
WMT,GXPS (16.9913%); VDC (13.9656%); FSTA (13.9342%); TRUO (12.4762%); RTH (10.9753%); XLP (10.7867%); IEDI (9.9359%); KXI (8.5766%); TGLR (4.717%); NXTI (4.6741%); IYC (4.2713%); FLAG (4.1522%); SXQG (4.0573%); RJDI (4.0184%); CCOR (3.6222%); PJFV (3.601%); VSMV (3.4966%); RWL (3.4926%); ROCQ (3.4671%); GVLE (3.4087%); PFM (3.299%); PWS (3.1867%); BUYZ (3.0815%); ZECP (2.7812%); SELV (2.7388%); CAPE (2.7068%); PY (2.3826%); MGV (2.3433%); QARP (2.2189%); VIG (2.1614%); PRXV (2.0529%); QRFT (1.9384%); TDVG (1.925%); FLCV (1.9063%); GEW (1.8702%); AVOS (1.8584%); VTV (1.8496%); IWX (1.7847%); ACVF (1.7467%); SPYV (1.7121%); IVE (1.7103%); MFUS (1.7037%); VOOV (1.7036%); IUSV (1.6126%); SCHV (1.5653%); EQL (1.5179%); VONV (1.2778%); IWD (1.2734%); GVUS (1.2675%); VLU (1.2467%); SPXD (1.1036%); SSPY (0.7348%)
WNC,DEEP (1.1127%)
WPC,NETL (7.5353%); INDS (4.2634%); XMLV (1.4985%)
WPM.TO,SIL (21.9324%); GOAU (9.5022%); RING (7.3841%); AGMI (6.9802%); SGDM (6.8893%); GDX (5.507%); INFL (5.462%); SLVR (4.9527%); GDMN (4.9508%); SILJ (4.4394%); SLVP (4.2366%); NANR (2.11%)
WRB,PCPP (4.3983%); KBWP (4.0361%)
WRBY,PINK (4.9673%); XRT (1.6389%)
WRD,CABZ (4.646%)
WRLD,SIXS (1.6166%); DEEP (1.2181%)
WRT1V.HE,EFNL (4.4784%)
WSBC,KBE (1.019%); BSVO (0.6811%)
WSC,SMLL (4.8739%)
WSFS,SCDS (0.8642%)
WSM,EBIZ (5.456%); PEZ (3.7347%); COWS (3.2795%); UPGD (2.4797%); RSPD (2.3221%); RDVI (2.1201%); RDVY (2.1181%); ISHP (2.08%); BUYB (1.7417%); TMFX (1.3471%); FLQM (1.1205%); VBR (0.5857%); BBMC (0.5726%)
WSO,BBHM (5.4107%); TMFG (3.2976%); DDIV (3.0001%); SDOG (2.233%)
WST,TMFM (5.2271%); KMID (5.1412%); BBHM (4.9321%); BASG (2.9501%); MDEV (2.8637%); HALX (2.7538%); SMCO (2.3877%); KNG (1.8407%); NOBL (1.8258%); LSAF (1.2403%)
WTFC,QABA (4.3685%); SMLL (4.0157%); PJFM (3.1124%); AFSC (2.5501%); TSCV (2.3099%)
WTM,NBSM (1.9362%)
WTRG,CGW (5.7391%); AQWA (4.5364%); BILD (3.0578%)
WTS,AQWA (5.5758%); BEEZ (5.1174%); CGW (3.4212%); FSCS (1.2878%); SEIS (1.1016%); SDVD (1.0752%); SDVY (1.0752%); TPSC (0.4054%)
WTTR,XES (4.335%); NVIR (3.4296%); CBSE (2.7797%); SIMS (2.6577%); KDVD (1.8985%); VRAI (1.4566%); RUSC (0.5568%)
WTW,MDPL (3.6381%)
WU,FGD (1.4426%); SYLD (1.0669%)
