Holding Ticker,ETFs Holding This Stock
GOOY,AMAX (1.2706%)
GOTO.JK,EIDO (3.7736%)
GOVT,MSMR (40.2676%); IRTR (24.7393%); ITDC (14.0387%); ITDB (13.2067%); ITDD (8.5819%); ITDE (4.1569%); ITDF (0.3369%)
GPC,RSPD (2.4704%); SDOG (2.3193%); VSDA (2.1382%); TMDV (1.7536%)
GPCR,WDNA (2.1178%)
GPI,RWJ (1.2225%)
GPN,IPAY (4.6663%); BPAY (4.0492%); FINX (3.8249%); ABCS (1.7434%); RSPF (1.4976%); MMID (1.497%)
GPOR,ZIG (3.4835%)
GRAB,OND (4.9952%); FMQQ (4.7685%); TOGA (4.7212%); EWS (4.6914%)
GRAL,CBSE (2.8489%)
GRBK,ALIL (3.5905%); HOMZ (1.6428%)
GRC,SAWS (2.7848%); TMDV (1.6831%); SMDV (1.0638%)
GRDN,SAWS (2.8284%)
GRID,GDMA (1.9998%); RAAX (1.5573%)
GRMN,UFO (4.8769%); SNSR (4.6216%); AIEQ (4.2374%); DIPR (4.1029%); KNO (2.3867%)
GROWW.NS,INQQ (4.7257%)
GRPN,XRT (1.777%)
GRRR,WISE (5.4846%); FITE (1.5746%)
GRT-UN.TO,ISVL (0.9123%)
GRT.JO,DGS (1.2238%)
GRUPOARGOS.CL,COLO (3.3123%)
GRUPOSURA.CL,GVAL (1.6107%)
GS,IAI (20.6176%); DIA (11.4482%); KBWB (7.3521%); UDOW (6.251%); LGCF (5.6766%); CTIF (5.2416%); DJD (5.0675%); NYNY (4.6823%); TGLR (4.6246%); DIVO (4.5946%); NITE (4.3864%); IYG (4.3462%); TFNS (4.1654%); SEPI (4.0688%); BOUT (3.9657%); XLF (3.9252%); IYF (3.9019%); DVGR (3.8044%); PFI (3.7884%); FNCL (3.5005%); PWV (3.315%); EQIN (3.2406%); VFH (3.1889%); GROZ (2.9951%); HIS (2.8272%); NUDV (2.6312%); IXG (1.9904%); TRUF (1.6326%); STXV (1.4791%)
GSAT,ORBX (5.5718%); WARP (4.7696%); MARS (4.3301%); ARB (2.5009%); EQAL (0.4131%)
GSBD,KBWD (3.5533%)
GSK,GSKH (97.6049%); PPH (4.424%); KEAT (3.9971%); DIVY (3.5556%); IDVZ (3.2442%); GMOI (2.6623%); AQEC (1.9534%)
GSK.L,SCHY (4.193%); EWU (3.4429%); FLGB (3.1665%); GCOW (2.085%); MOTG (1.9894%); NBIE (1.4077%); SEIE (1.2178%); RINT (0.8771%)
GSL,SEA (4.0287%)
GSPD,PFFV (2.8248%)
GTES,NBSM (2.2192%)
GTLS,EVNT (4.3048%); ARB (2.7328%); AUSF (1.5074%)
GTT.PA,ASCI (3.0364%); SCHC (0.3041%)
GTX,PEZ (3.4384%); LST (1.6049%); ROSC (1.5494%); SYLD (1.0783%); FYC (0.9835%); VIDI (0.9423%); EES (0.7593%); SYZ (0.7576%); FYX (0.5265%)
GTY,NETL (4.0216%); SRET (3.8217%); WDIV (1.6027%)
GULF-R,THD (4.2277%)
GVA,SAWS (2.619%); FSCS (1.2656%)
GVAL,GMOM (12.5436%); TRTY (8.4374%); GAA (7.0191%); ENDW (5.5431%)
GVMXX,CERY (94.4849%); ALLW (18.6645%); HYBL (5.0463%); DECO (4.9564%); KRBN (4.1112%); TEKX (4.1064%); HECO (4.0741%); YLD (3.459%); PIEQ (3.3526%); KCCA (3.2074%); SRLN (2.9638%); TGLB (2.5721%); IG (2.4769%); TOTL (1.2458%)
GWO.TO,FICS (2.4511%); RODM (1.0194%); TPIF (0.6406%)
GWW,CTIF (5.8525%); SEMG (5.0431%); BMVP (2.2174%); KNG (1.6364%); NOBL (1.6233%); MMID (1.543%); FLQM (1.0774%); CVMC (0.5132%)
GXO,TMFM (4.6249%); CCFE (4.2233%); TMFS (4.1005%); XTN (2.6101%)
H,RONB (4.4172%); MMID (1.3815%)
H.TO,JSTC (0.9705%); IDLV (0.7121%); TPIF (0.6015%)
HAE,NBSM (1.9371%)
HAFNI.OL,DDLS (0.6437%); DLS (0.6428%)
HAL,OIH (6.4633%); PXJ (4.7976%); IEZ (4.2974%)
HAL.AS,PSP (4.9764%)
HAL.BO,WDAF (6.9887%); GLIN (4.3432%)
HALO,LSAT (3.4905%); SCAP (3.2284%); FFOX (3.1967%); GRPM (2.2558%); FFND (1.6252%); RNIN (1.3839%); ROE (1.077%)
HAP,RAAX (1.4488%)
HAPN,BPAY (3.7684%)
HARD,USAF (3.2256%)
HAS,DON (0.9258%); DUSG (0.615%)
HASI,PWRZ (6.5794%); ACES (5.4163%); RSMC (3.7992%); TAN (3.6839%)
HAUTO.OL,SEA (3.7983%); DFE (2.5842%); SDIV (1.2671%); DLS (0.72%); DDLS (0.7191%)
HAWX,MVFG (4.1557%)
HAYW,ACSG (0.7771%)
HBAN,IAT (4.5093%); CVGD (3.584%); ELCV (3.1326%)
HBM.TO,PWER (5.6663%); COPX (5.6178%); MGNR (4.4851%); COPA (4.335%); COPP (4.2859%); METL (3.9211%); SCAP (3.1366%); AVDV (0.5291%); DFIS (0.3746%); SCHC (0.3594%); VSS (0.2591%)
HCA,BUL (5.039%); IHF (4.4857%); USFE (3.1901%); PKW (3.1274%); COWZ (2.1525%); VFMF (0.8674%)
HCC,COAL (11.0953%); WAGN (9.8561%); CDIG (4.5503%)
HCI,SIXS (2.126%)
HCSG,ABLS (3.7872%); CVAR (2.9635%)
HD,IEDI (10.2775%); DOGG (6.0827%); XLY (5.8215%); GXPD (5.7599%); RTH (5.543%); PKB (5.1698%); VCR (5.1268%); FDIS (5.1244%); HDV (4.9585%); RXI (4.9364%); FLAG (4.8911%); DJD (4.8503%); SCHD (4.4941%); ITB (4.4414%); IYC (4.273%); OUSA (4.1463%); DIA (3.9922%); DIVZ (3.8567%); EQIN (3.7816%); EDOW (3.596%); SPDG (3.3988%); ELCV (3.3055%); VDIG (3.3029%); HOMZ (3.0668%); MILN (3.054%); DGRW (2.8075%); LVHD (2.4693%); DGRO (2.3339%); POWA (2.2273%); EMOT (2.1475%); PTL (2.1379%); TRUD (2.1211%); PY (1.844%); VYM (1.4539%); PRXV (1.4372%); EVUS (1.2805%); SPYV (1.2112%); IVE (1.2094%); VOOV (1.2051%); IUSV (1.1404%)
HDB,OSEA (3.9128%); AGEM (2.7942%); EMES (2.2191%); FFEM (1.7044%); XCEM (0.9192%)
HDB.VN,KPHO (7.9466%)
HDFCAMC.BO,EMDV (2.2988%)
HDFCBANK.NS,INDY (11.1201%); NDIA (8.0805%); INDH (7.7383%); INDE (6.8941%); INDA (6.5177%); IND (5.9171%); FLIN (5.6223%); EPI (5.0125%); GIND (3.7194%); INDZ (3.1704%); XC (2.3417%); BKF (2.2905%); RFEM (2.0999%); EMDM (1.7863%); EMCS (1.7342%); EMXF (1.5898%); STXE (1.5613%); QLVE (1.3319%); VEXC (1.2236%); XCNY (1.0504%); GMF (0.975%); ESGE (0.959%); SCHE (0.9134%); EMXC (0.9043%); XSOE (0.8838%); REMG (0.8608%); SPEM (0.8302%); VWO (0.7879%); BKEM (0.7197%)
HDV,MSMR (15.143%); FDAT (7.9348%)
HEI,RW (6.7132%); GRW (4.6712%); MISL (4.4152%); CWS (4.3637%); DVGR (3.6452%); ROKT (3.3921%); XAR (2.8575%); QIDX (2.653%); POWA (2.3171%); MAGA (0.8678%)
HEI-A,KMID (4.0776%); BBHM (4.0716%)
HEI.DE,BCIL (3.5633%); IPAV (2.9529%)
HEIA.AS,EWN (2.2303%)
HEINY,GKAT (3.7705%)
HEIO.AS,FPAG (3.4234%); BINV (2.072%)
HELP.NE,PSIL (4.3593%); QQQS (0.7166%)
HEN,BINV (2.3433%); QINT (1.0481%)
HEN3.DE,UIVM (0.9092%)
HEROMOTOCO.NS,INDQ (4.4227%)
HESM,AMLP (8.9342%); MLPA (8.5867%); BKGI (7.3174%); AMZA (4.9701%); FCG (4.8269%); RISN (3.1273%)
HFSI,LOTI (2.8519%)
HGER,ARP (30.817%); EDGH (22.473%); FARX (15.0331%)
HGT.L,PEX (3.6814%)
HGV,BEDZ (4.7973%)
HHH,OASC (1.6675%)
HHPD,NSI (3.167%)
HIG,IAK (4.0561%); ONEV (0.7493%)
HIGPG,EPRF (3.8814%)
HII,CVSM (2.3147%)
HILS.L,ASCI (2.9988%)
HIMS,THNR (5.5711%); GLAM (5.2867%); HEAL (4.856%); IBUY (3.0397%); XHS (2.0167%); PSC (1.3077%); QSML (0.6916%)
HIMX,KOMP (1.0596%)
HINDALCO.NS,EPI (2.3557%)
HITI.V,MJ (3.4216%)
HIW,DESK (4.3987%); KBWY (3.994%); WDIV (1.7311%); RIET (1.7101%); BLDG (1.6961%); FYT (0.801%); GYLD (0.7978%)
HL,SLVP (13.6354%); SILJ (9.6061%); GOEX (5.3477%); SIL (4.8268%); XME (4.5909%); GDXJ (2.6037%); GRPM (2.4344%)
HLT,PEJ (4.7172%); GRW (3.7625%); WNDR (3.5225%); YUNG (3.4294%); PEZ (3.3763%); PVAL (2.8391%); IWLG (2.3996%); IEDI (1.6957%)
HMC,GPT (2.2906%)
HMN,SIXS (2.5063%); XSLV (1.097%); SMLV (0.6249%)
HMY,GOAU (3.9559%)
HNGE,XHS (2.1611%); TMAT (2.0557%)
HNI,SMDV (1.1717%)
HO.PA,XDEF (4.2917%); SHLD (3.6931%); WDGF (3.666%)
HOC.L,EPU (3.3166%)
HOG,FXD (1.613%)
HOLN.SW,FSZ (3.7346%); BCIL (3.7102%); IPAV (3.016%); EWL (2.503%); FLSW (2.4108%)
HON,GCAD (4.2174%); VDIG (4.0609%); EDOW (3.4773%)
HONA,PPA (4.4602%); EQWL (1.1185%)
HOOD,FINX (7.7275%); ARKW (5.8428%); IAI (4.9164%); HECO (4.7321%); DECO (4.7015%); TEKX (4.6644%); FMKT (4.6205%); ARKK (4.4943%); KYC (4.1186%); AOTG (4.0144%); GENZ (3.9971%); BPAY (3.9155%); HOOW (3.5866%); XOVR (3.5539%); GRNY (2.9501%); SPHB (1.9558%); ALTL (1.9545%); KCE (1.8531%); IWP (1.7458%); VOT (1.7391%); RSPF (1.4972%); IMCG (1.0319%); MAGA (0.8907%); VO (0.7647%); IWR (0.556%)
HOT.DE,FGM (6.1107%); BCIL (4.0417%); FPXE (2.9019%); FEUZ (1.3606%); FEP (1.0446%)
HPE,RVER (12.2072%); ADPV (4.323%); KNGZ (4.2855%); NUMV (2.7286%); AMID (2.5845%); NULV (1.8843%); ABCS (1.4288%); MCDS (1.0442%); JHMM (0.6046%); IWS (0.5857%); CVMC (0.5198%)
HPEPC,SPFF (5.3722%); PFXF (4.3285%); PFFD (2.5341%); CVRT (1.7734%); PFF (1.6248%)
HPG.VN,VNAM (6.3482%); VNM (4.7631%); KPHO (3.8581%)
HPOW.L,HYDR (2.8958%)
HPP,ISMD (0.4076%)
HPPPC,PFFR (2.4906%)
HPQ,WBIY (5.3468%); KNGZ (4.086%); WLDR (3.5454%); FCFY (3.0503%); DIVG (2.3154%); DIVB (2.183%); DVY (1.6835%)
HQ,QTUP (7.669%); CQTM (7.1427%); QTUM (2.3814%)
HQH,YYY (3.6238%)
HQY,TMFM (5.0574%); TMFS (3.9748%); SMCO (2.17%); IVSS (1.5175%)
HR,SRET (3.9385%); ADPV (3.8885%)
HRB,ZIG (3.7157%); LSAT (3.5113%); MDPL (3.5028%)
HRI,TMFS (4.126%); SCAP (4.001%)
HRL,VSDA (3.4533%); RSPS (3.0579%); POWA (2.345%); SNPD (1.9956%); KNG (1.6452%); NOBL (1.6318%)
HRMY,ABLS (3.5465%); FSGS (1.2011%); ROSC (1.0378%)
HRZN,VPC (3.9299%)
HSAI,CABZ (4.2538%)
HSBA.L,PBEU (15.1166%); EWU (10.5411%); FLGB (9.8396%); EUFN (9.4498%); OAIM (4.5523%); IDMO (4.4721%); OEFA (4.0693%); RFDI (3.2134%); DTH (3.174%); EFV (3.0566%); EASG (2.8527%); IMTM (2.6188%); BBEU (2.3861%); VDI (2.3366%); IEV (2.32%); FHIL (2.2193%); FLEE (2.1833%); IXG (2.1811%); DBEU (2.1391%); IVLU (2.1209%); IEUR (2.0819%); VGK (2.0494%); SEIE (2.0079%); SPEU (2.0076%); DOL (2.0043%); IQDY (1.9271%); GSEU (1.8694%); WIMA (1.8663%); JIVE (1.8533%); NTSI (1.8526%); VYMI (1.7667%); CEFA (1.751%); DWM (1.7095%); DDWM (1.6867%); EFAX (1.6271%); BBIN (1.517%); EFA (1.5049%); ENHI (1.4859%); ESGD (1.4809%); DEW (1.4713%); GSID (1.4597%); DIVI (1.4505%); HOLA (1.4144%); DBEF (1.398%); JIRE (1.3885%); PTIN (1.368%); PABD (1.3532%); LCTD (1.3295%); IEFA (1.2921%); BKIE (1.2814%); DWMF (1.2748%); PXF (1.2439%); PRXI (1.2388%); HFXI (1.2028%); EFAA (1.1717%); RINT (1.1519%); IDEV (1.134%); SCHF (1.0967%); TLTD (1.0893%); INTF (1.0794%); CVIE (1.0712%); FNDF (1.0711%); DFAI (1.0694%); GSIE (1.0606%); JHMD (1.0524%); VEA (0.9931%); TIER (0.9852%); SPDW (0.9693%); CWI (0.9428%); ACWX (0.8745%); GXUS (0.8419%); DBAW (0.8254%); VEU (0.792%); IXUS (0.7593%); VXUS (0.72%); JPIN (0.4467%)
HSBC,GSIB (3.5982%); DFIV (1.2292%); AVSD (1.065%); APIE (0.9419%); AVDE (0.835%); DFIC (0.4596%)
HSIC,CWS (4.4373%)
HST,ADPV (3.8324%); REIT (3.6349%); SPDV (2.3858%); FTIF (2.2482%); GQRE (2.0648%); SPYD (1.5131%); VRAI (1.3031%); NUSC (0.9814%); ISCV (0.518%)
HSX.L,FDFF (3.9461%); EWUS (1.7364%); AVDS (0.2696%)
HSY,PBJ (4.6796%)
HTD,FCEF (3.2246%)
HTGC,FBDC (10.68%); PBDC (7.8322%); LBO (5.1971%); PEX (4.6435%); HYIN (3.5082%); BIZD (3.0895%)
HTHIY,FHIL (1.8046%)
HTHT,BEDZ (4.6525%); PGJ (4.0414%)
HTO.AT,GREK (4.0581%)
HUBB,CTIF (5.4275%); FCTE (5.013%); TEKX (4.4057%); SMIG (4.0091%); GRID (2.6147%); GPT (2.5582%)
HUM,ACSI (4.8772%); IHF (4.6813%); FXH (4.6522%); EAGL (4.0359%); YUNG (3.8474%); TGLB (2.9027%); SRHQ (2.621%); RPV (2.4622%); FCTR (2.2424%); CZA (2.2217%); SAGP (2.0427%); CVAR (2.0054%); FTA (1.5698%); FMDE (0.9456%); FLDZ (0.889%); FAB (0.7703%); ONEO (0.4662%)
HUT,NODE (6.1037%); DAPP (4.8199%); FFTY (3.311%); BKSE (0.494%); RSSL (0.3705%); IWM (0.3691%); VTWO (0.3622%); ITWO (0.318%); HDG (0.0549%)
HWC,QABA (2.4437%)
HWKN,PSCM (4.0246%); BCUS (3.4742%)
HWM,BELT (9.0237%); KYLD (5.5743%); JXX (5.1458%); NATO (4.8313%); AV (4.826%); FMKT (4.7866%); ITA (4.4973%); PPA (4.1999%); TLG (4.153%); MISL (3.9127%); WR (3.3527%); PAVE (3.2465%); CAML (2.7397%); VOT (2.3579%); JEPI (1.6889%); BDVL (1.2782%); VO (1.0369%); FMDE (0.9615%); VFMO (0.8633%)
HXL,BZZ (5.438%); TINT (5.174%); GCAD (4.5945%); ROKT (3.3296%); EPMB (2.3487%); ACSG (0.7855%)
HYBB,FPAA (1.7485%)
HYDB,BAMY (20.032%); FARX (4.5022%)
HYDR,GXDW (17.2452%)
HYG,HYTR (29.9867%); RMIF (16.6064%); DRAI (13.5938%); USLN (3.9698%); BINC (1.2816%); HYGM (1.0009%)
HYLB,HYBI (32.2775%); THY (22.3892%); RMIF (16.5849%); TBFC (9.2988%); TBFG (4.7461%)
HYLS,MDIV (19.6921%); LDSF (11.9553%); HISF (10.0005%)
HYMB,DUKH (10.1518%); DUKZ (10.0757%)
HYMC,SILJ (4.3075%)
HYNSE,NVPS (13.0232%); TRFK (7.4336%)
HYS,XFLX (9.9285%)
HYT,PCEF (2.383%)
HZO,XRT (1.5182%); RZV (1.4003%)
IAG.L,ICOW (1.9436%); JPIN (0.4545%)
IAGG,AOK (10.4867%); AOM (8.9464%); AOR (5.9084%); AOA (2.9254%)
IART,NIXT (0.7846%)
IAU,MAMB (5.5607%)
IAUM,USAF (7.5823%); LENS (5.7009%)
IBB,FDAT (4.1421%); GLOW (3.4161%); LCR (3.1647%)
IBDR,PLGI (3.0163%)
IBDU,DRSK (9.9861%); KNOW (1.6928%)
IBDV,DRSK (8.8999%); KNOW (1.6844%)
IBDW,DRSK (10.4113%); KNOW (1.6881%)
IBDX,DRSK (10.7965%); KNOW (1.6928%)
IBDZ,DRSK (4.0665%)
IBE.MC,EWP (14.4631%); SMOG (8.4226%); JXI (6.7694%); HAP (4.2242%); GII (4.1715%); IGF (4.1598%); VCLN (3.8306%); HDEF (3.7179%); BLDX (3.5697%); OEFA (3.3427%); FEZ (3.0923%); VIGI (2.7956%); NFRA (2.4627%); EUDV (2.4117%); IDMO (2.2211%); IGRO (2.1923%); PTEU (2.1281%); FLEU (2.1213%); EZU (1.9668%); DBEZ (1.7%); QLVD (1.6964%); VDI (1.6693%); EFAV (1.6645%); CGDG (1.6021%); FENI (1.2135%)
IBHF,PLGI (4.0714%)
IBIT,AMAX (6.0249%); GOP (2.6733%); GLDB (0.1711%)
IBKR,PFI (5.1823%); FMKT (4.5753%); BCFN (4.4627%); IAI (3.7121%); KONG (3.6736%); RONB (3.5148%); TSCM (3.2356%); PRAY (3.2247%); BIBL (3.1665%); WCMG (3.0731%); WBIF (2.259%); TMFX (1.8065%); SDVY (1.0075%); SDVD (1.0073%); SMLF (0.7932%)
IBM,TDVI (8.102%); TDIV (8.0964%); DJD (6.2303%); PTNT (5.5405%); DIVB (5.0032%); SPDG (4.7651%); CQTM (4.6216%); FTCE (4.5557%); NXTE (4.0726%); DIVP (4.0326%); ACEP (3.7858%); SKYY (3.7026%); WQTM (3.5542%); KNGZ (3.4803%); NXTI (3.4451%); MDLV (3.3023%); SWP (3.2678%); PABU (2.8679%); EQIN (2.827%); NUDV (2.6971%); RFDA (2.6408%); CLCV (2.4373%); WOMN (2.3385%); PEVC (2.2444%); VALQ (2.1317%); ITAN (1.8229%); NULV (1.7596%); LEGR (1.4245%); SSPY (1.0711%); FVD (0.4354%)
IBN,NDIA (8.0841%); EMOP (3.3974%); GEME (3.2699%); EMC (2.2266%); XCEM (0.87%); AVXC (0.5449%)
IBOC,QABA (1.9032%); SQLV (0.6762%)
IBP,XHB (3.58%); QSML (0.6346%)
IBRX,RVER (7.0261%); BUZZ (3.6953%); CBSE (3.1268%); CBLS (2.9468%); BBP (1.6521%)
IBTH,BAMA (13.7397%)
ICE,IAI (4.0248%); INFL (3.6967%); EQTY (3.5462%); RUNN (1.9063%)
ICG.L,GPZ (4.4072%); EWUS (1.3366%)
ICHR,PSI (3.6398%); RZV (3.001%)
ICICIBANK.NS,INDY (8.9523%); INDH (7.065%); GIND (5.9782%); INDE (5.6242%); INDA (5.5851%); EPI (5.3787%); IOPP (5.2842%); IND (4.8021%); FLIN (4.5106%); PEMX (2.149%); XC (1.9148%); RNEM (1.903%); BKF (1.8459%); STXE (1.2946%); VEXC (0.9852%); XCNY (0.8348%); SCHE (0.7369%); VWO (0.6344%)
ICLN,EZRO (11.4741%)
ICLR,EIRL (6.4594%); CDIG (6.4532%); BAIV (4.9116%); TLCI (4.2859%); BASV (3.0289%); BUSA (2.113%); WWJD (0.7777%)
ICOW,HERD (19.0698%)
ICSH,TSPX (13.2414%)
ICT.XPHS,EPHE (25.0265%); TMFG (6.6829%); ASEA (2.787%); RFEM (2.3115%); DGRE (1.4233%)
ICVT,DUKZ (10.1358%); QVOY (4.9671%); QAI (4.1541%)
IDA,UTES (4.6232%); LOPP (3.3849%); SMCO (2.2602%); CSB (1.9528%); XMLV (1.6246%); HSMV (1.5911%); SMMV (1.2822%); TPSC (0.4831%)
IDCC,DAT (4.9559%); BCUS (4.1608%); RSMC (2.6482%); GRPM (2.5425%); IVSS (1.5134%)
IDEA.BO,DGIN (4.4272%)
IDEV,INTL (36.9525%); ITDH (25.6693%); ITDI (25.6693%); ITDJ (25.6693%); ITDG (25.3763%); ITDF (23.944%); AOA (22.3048%); ITDE (21.3671%); ITDD (18.5124%); AOR (16.8932%); ITDC (15.7773%); ITDB (12.4761%); AOM (11.3687%); IRTR (8.9513%); AOK (8.5666%)
IDR.MC,ARMY (3.8611%)
IDXX,PAWZ (9.3992%); PHO (6.1763%); PFOE (4.8219%); IHI (4.2706%); PIO (3.6365%); NUMG (2.9078%)
IE,COPJ (3.7331%)
IEF,JOJO (20.0788%); MAMB (13.7872%); DRAI (13.6454%); TDSC (13.0349%); TDSB (8.9918%); LALT (7.4753%); WTBN (7.2411%); ROMO (0.0845%)
IEFA,NIHI (98.3794%); OVF (75.0229%); ASGM (55.7931%); ROMO (34.2993%); BAMA (10.288%); NDAA (10.2036%); MOOD (8.4182%); AAAA (6.996%)
IEI,WTBN (16.8089%); TDSB (8.915%); OCIO (3.8907%)
IEMG,ASGM (28.5413%); OVF (25.3365%); BINT (21.3377%); INTL (19.7616%); NDAA (12.7605%); MAPP (12.1602%); ITDH (12.1238%); ITDI (12.1237%); ITDJ (12.1237%); ITDG (11.9251%); BAMA (11.3301%); ITDF (11.3014%); ITDE (10.1145%); AOA (9.0428%); ITDD (8.6814%); AAAA (7.659%); ITDC (7.4152%); AOR (6.8488%); ITDB (5.9239%); AVOS (4.7418%); BGCG (4.6568%); AOM (4.6091%); IRTR (4.2552%); AOK (3.473%); GINX (3.0223%); SEEM (2.1704%)
IEP,MDIV (1.5362%)
IESC,CWS (7.4702%); ALIL (3.9873%); SSMG (2.5858%); FSGS (1.365%); FLDZ (0.6505%); DUSG (0.6454%); FNX (0.4997%); DFAS (0.2583%)
IEUR,GLOW (15.0201%); ELM (4.5195%)
IEUS,EDGI (6.031%)
IEX,TBLU (3.9744%); FIW (3.9293%); FTDS (2.1979%)
IFF,GLAM (5.2165%); FPAG (3.6357%); BSMC (2.7053%); ANEW (2.1131%); QDIV (2.0998%)
IFNNY,TTEQ (2.4916%)
IFS.LM,OTGL (3.4482%); EPU (3.142%)
IFT.NZ,ENZL (12.3876%)
IFX.DE,EWG (6.4494%); DAX (6.2341%); FLGR (6.1021%); MOTO (5.6621%); FDRV (4.6396%); UMMA (4.0386%); VNIE (3.432%); KOID (3.2716%); VCLN (3.1008%); GTEK (2.8472%); LEGR (2.523%); DRIV (2.4723%); IMOM (2.0678%); JIG (1.8038%); SROI (1.6619%); WWJD (0.9897%); AVSD (0.63%); DFIC (0.5128%); BLES (0.4734%)
IG.MI,BKGI (3.4629%); IVSX (1.861%)
IGEB,FOPC (15.9982%)
IGF,ITDD (2.1979%); ITDC (1.9337%); ITDE (0.9548%)
IGG.L,FKU (2.3533%); EWUS (1.7104%); COPY (1.4153%); ISVL (1.1146%); SCHC (0.307%)
IGIB,XFLX (9.7045%); XRLX (5.318%); ITDB (3.4029%); IRTR (2.8335%); CANQ (2.6811%); ITDC (2.6143%)
IGLB,ITDF (3.9926%); ITDD (3.291%); ITDC (3.2843%); ITDE (3.1489%); ITDB (2.5647%); ITDG (1.9599%); IRTR (1.9323%); ITDH (0.9748%); ITDI (0.9747%); ITDJ (0.9747%)
IGLD,THMR (13.1617%); AMAX (10.5265%)
IGM,GLOW (3.3058%); MIGO (3.0055%)
IGO.AX,NIKL (9.5477%); LITP (4.548%); ION (3.6461%); LIMI (3.5639%)
IGRO,DUKX (4.8707%)
IGSB,PCPP (7.964%); ITDB (5.0081%); IRTR (4.1324%); ITDC (3.837%); ITDD (2.3%); ITDE (1.1138%); ITDF (0.4171%)
IHC.AB,QLVE (3.6979%)
IHF,MSSS (10.3285%); HECA (6.3164%); LCR (2.8003%)
IHG.L,TLCI (4.5294%); DWMF (1.6396%)
IHI,MSSS (9.783%); FDAT (5.7895%)
III,WISE (3.4425%)
III.L,PEX (9.4691%); PSP (5.7262%); IMFL (1.2842%)
IIPR,KBWY (6.3181%); NETL (4.1913%); XSHD (4.1334%); SDIV (1.3856%)
IJH,DYTA (14.5033%); AAAA (5.4688%); AOA (2.6149%); AOR (1.9805%); AOM (1.3328%); AOK (1.0043%)
IJR,FGSM (22.7455%); QPX (10.0878%); NDAA (8.1084%); QAI (5.9753%); AAAA (5.6898%); GLOW (5.1122%); AOA (1.2887%); OVS (1.0043%); AOR (0.976%); AOM (0.6568%); AOK (0.4949%)
ILCB,BLUC (19.8567%)
ILF,INTL (9.9516%)
ILMN,EKG (5.0164%); GNOM (4.553%); ARKG (3.9767%); FBT (3.9209%); GNMX (3.7347%); XMHQ (3.6674%); BEEX (3.4958%); IBB (2.0666%); IBBQ (1.86%); ROBT (1.6141%); MIDE (1.0587%); MAGA (0.8471%); XJH (0.8256%); QVMM (0.8112%); PTMC (0.735%); SPMD (0.7324%); IJH (0.7301%); IVOO (0.727%); MDY (0.7104%)
ILU.AX,REXC (4.5658%)
IMG.TO,AUMI (4.8241%); GBUG (4.1276%); SGDM (3.1569%); GDXJ (2.6142%)
IMI.L,EWUS (2.0888%); IEUS (0.6213%)
IMKTA,BSMC (2.8181%)
IMNM,WDNA (2.2588%)
IMO.TO,FEOE (2.8284%)
IMOM,AAVM (29.6157%)
IMP.JO,OBOR (2.502%)
IMTM,DWAW (18.2782%); LEXI (4.2519%)
IMVT,GURU (1.485%)
INCO.JK,NIKL (4.5373%)
INCY,IDNA (3.8565%); QFRD (3.4614%); GNMX (3.0645%); FXH (2.4459%); FTGS (2.299%); FGSI (2.2957%); UPGD (2.239%); SMRI (2.1248%); SAGP (2.0157%)
INDA,MEMA (9.5832%); BDVL (2.7481%)
INDF.JK,EIDO (2.3141%)
INDI,HAIL (1.5686%)
INDIGO.NS,NFTY (2.071%)
INDUSTOWER.BO,DGIN (4.9723%); INDQ (4.3699%)
INDV,ROSC (1.1329%); FSCC (1.0684%)
INFQ,WQTM (2.6188%)
INFXX,FLSP (18.3087%); MULT (13.5939%); FLBL (9.8269%); XIDV (3.9924%); INCE (3.6549%); INCM (3.4131%); FLGR (2.8605%); FLHY (2.1238%); FLEE (2.0876%); DIVI (1.4681%); FLCO (1.24%); DIEM (1.156%)
INFY,EDOG (4.5341%)
INFY.NS,INDH (3.5408%); EQLT (3.3787%); INDY (3.202%); EPI (2.4961%); INDA (2.3312%); EVLU (2.2906%); FLIN (2.1017%); IND (1.699%)
ING,GSIB (3.6431%)
INGA.AS,EWN (7.9705%); IPKW (6.0454%); PBEU (4.3192%); EXUS (3.7715%); EUDG (2.7032%); EUFN (2.6753%); IHDG (2.5601%); IQDG (2.5555%); IDV (1.924%); SEIE (1.1943%)
INGR,FXG (3.5984%); HSMV (1.5454%)
INKM,MFUL (4.8134%)
INN,RDOG (2.5152%); VRAI (1.6914%)
INOD,IWC (0.5302%)
INSM,MEDI (2.8501%)
INSW,SEA (4.8671%); BOAT (4.0839%); WCEO (1.3781%)
